PaperID,TraditionalLabel,TraditionalConfidence,AuditLabel,MismatchFlag,AuditRationale,EvidenceSentences
38718846,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Moreover, pharmaceutical inhibition of AKR1B10 with Oleanolic acid (OA) significantly induced tumor regression and sensitized PDAC cells to gemcitabine, and this combined therapy did not cause obvious side effects."
34521883,supportive,0.999291,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Oleanolic acid inhibited AKR1B10 activity and expression in Hep-2 cells and suppressed Hep-2 cell proliferation, migration, and invasion."
21561086,supportive,0.999734,supportive,0,"supportive=2, opposing=0, neutral=0; dominant=supportive","Among them, oleanolic acid (1) was found to be the most potent competitive inhibitor (inhibition constant, 72 nM) with the highest AKR1B10/AKR1B1 selectivity ratio of 1370. || Oleanolic acid (1) also inhibited the cellular metabolism by AKR1B10 (IC(50), 4 μM) and decreased mitomycin C tolerance of colon cancer HT29 cells."
39710692,supportive,0.998644,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","In a 4-NQO-induced-ESCC murine model, oleanolic acid, an AKR1B10 inhibitor, significantly reduced the incidence of esophageal tumors."
25304374,supportive,0.999983,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",Inhibition of AKR1B10 by oleanolic acid (OA) showed a dose-dependent inhibition of cell growth with IC50 at 30 µM.
27417252,opposing,1.000000,unclear,0,Conflicting cues with no dominant stance signal.,"Intriguingly, overexpression of AKR1B10 in the cells resulted in a decrease in PPARγ expression, which was recovered by addition of an AKR1B10 inhibitor oleanolic acid, inferring that PPARγ is a downstream target of AKR1B10-dependent mechanism underlying the CDDP resistance."
39058425,opposing,1.000000,opposing,0,"supportive=3, opposing=4, neutral=0; dominant=opposing","PURPOSE: In the randomized phase II LOTUS trial, combining ipatasertib with first-line paclitaxel for triple-negative breast cancer (TNBC) improved progression-free survival (PFS), particularly in patients with PIK3CA/AKT1/PTEN-altered tumors. || PURPOSE: In the randomized phase II LOTUS trial, combining ipatasertib with first-line paclitaxel for triple-negative breast cancer (TNBC) improved progression-free survival (PFS), particularly in patients with PIK3CA/AKT1/PTEN-altered tumors. || PATIENTS AND METHODS: In Cohort A of the randomized double-blind placebo-controlled phase III IPATunity130 trial, taxane-eligible patients with PIK3CA/AKT1/PTEN-altered measurable advanced TNBC and no prior chemotherapy for advanced disease were randomized 2:1 to ipatasertib (400 mg, days 1-21) or placebo, both plus paclitaxel (80 mg/m2, days 1, 8, and 15), every 28 days until disease progression or unacceptable toxicity. || CONCLUSIONS: Adding ipatasertib to paclitaxel did not improve efficacy in PIK3CA/AKT1/PTEN-altered advanced TNBC."
34860318,opposing,0.999970,opposing,0,"supportive=2, opposing=3, neutral=0; dominant=opposing",CONCLUSION: Adding ipatasertib to paclitaxel did not improve efficacy in PIK3CA/AKT1/PTEN-altered HR+ HER2-negative aBC.
34907082,supportive,0.999873,unclear,0,Conflicting cues with no dominant stance signal.,"In addition, phosphorylated AKT (pAKT) levels exhibited a significant association with enriched clinical benefit of ipatasertib, and identified patients who received benefit in the absence of PIK3CA/AKT1/PTEN alterations. || In addition, phosphorylated AKT (pAKT) levels exhibited a significant association with enriched clinical benefit of ipatasertib, and identified patients who received benefit in the absence of PIK3CA/AKT1/PTEN alterations."
31147675,opposing,1.000000,unclear,0,No directional cues detected in evidence.,Rates of overall and complete response (CR) by MRI favored ipatasertib in all three populations (CR rate 39% versus 9% in the PIK3CA/AKT1/PTEN-altered subgroup).
37483521,supportive,0.999985,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",METHODS: The impact of AKT1-knockout (AKT1_KO) and AKT-inhibition using Ipatasertib on MDA-MB-231 BR cells was assessed using in vitro cell proliferation and migration assays.
34264439,opposing,0.999989,supportive,1,"supportive=2, opposing=1, neutral=0; dominant=supportive","PURPOSE: In LOTUS (NCT02162719), adding the oral AKT inhibitor ipatasertib to first-line paclitaxel for locally advanced/metastatic triple-negative breast cancer (aTNBC) improved progression-free survival (PFS; primary endpoint), with an enhanced effect in patients with PIK3CA/AKT1/PTEN-altered tumors (FoundationOne next-generation sequencing [NGS] assay). || PURPOSE: In LOTUS (NCT02162719), adding the oral AKT inhibitor ipatasertib to first-line paclitaxel for locally advanced/metastatic triple-negative breast cancer (aTNBC) improved progression-free survival (PFS; primary endpoint), with an enhanced effect in patients with PIK3CA/AKT1/PTEN-altered tumors (FoundationOne next-generation sequencing [NGS] assay)."
41144441,supportive,0.997951,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Similarly, R467W, in AGC-kinase C-terminal domain, causes the loss of hydrogen bonds with THR292, ASN280, and GLU279, leading to decreased binding affinity for Akt1/Akt2-IN-1, Capivasertib, and Ipatasertib inhibitors."
34188183,neutral,0.999988,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","everolimus' ""anti-incubation"" effect was associated with a reversal of withdrawal-induced changes in indices of PI3K/Akt1/mTOR activity, as well as Homer protein and mGlu1/5 expression, within the prelimbic (PL) subregion of the prefrontal cortex."
22492237,supportive,0.998644,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Compared with everolimus alone, the combination of everolimus and trastuzumab reduced the expression of Ki67, AKT1, and phospho-AKT (Thr308) (P < 0.05)."
34916807,supportive,0.999019,unclear,0,No evidence sentence available.,
41161454,supportive,1.000000,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Overexpression of AKT1 significantly suppressed cGAS-STING-mediated production of IFN-β and ISGs, whereas pharmacological inhibition of AKT1 with GSK-690693 enhanced these responses. || Treatment with inhibitors of EGFR (gefitinib), PI3K (LY294002), or AKT (GSK-690693) effectively blocked DPV-induced AKT1-Ser473 phosphorylation, weaken the inhibitory effect of DPV on cGAS+STING induced innate immunity and consequently suppressed viral replication in DEF cells."
38462021,supportive,0.999981,unclear,0,No evidence sentence available.,
27660271,supportive,0.998644,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Wortmannin administration significantly reduced the expression of autophagy markers, p-PI3K, p-Akt1, and p-CREB, as well as the autophagy mediated neuroprotective effect."
10424760,supportive,0.999986,opposing,1,"supportive=1, opposing=3, neutral=0; dominant=opposing",AKT1-overexpressing MCF-7 cells were less sensitive to apoptosis induced by wortmannin.
18668138,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",Inhibition of the phosphatidyl-inositol-3 kinase/Akt pathway by wortmannin and specific abrogation of Akt1 protein using small-interfering RNA revealed a regulatory function of Akt1 in insulin-mediated VEGF biosynthesis in keratinocytes.
24169049,supportive,1.000000,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Insulin-induced phosphorylation of Akt1/2 was suppressed by wortmannin and knocking-down PI3K, while no significant inhibition of the phosphorylation was obtained with BX912 or knocking-down PDK1."
12556562,opposing,0.999985,unclear,0,Conflicting cues with no dominant stance signal.,"In vitro AKT1 activity was elevated in resistant cells, whereas treatment of the resistant cell clone with two inhibitors of PI3K, wortmannin or Ly294002, strongly reduced phosphatidylinositol (3,4,5) trisphosphate levels and AKT1 activity. || In vitro AKT1 activity was elevated in resistant cells, whereas treatment of the resistant cell clone with two inhibitors of PI3K, wortmannin or Ly294002, strongly reduced phosphatidylinositol (3,4,5) trisphosphate levels and AKT1 activity."
34136086,opposing,1.000000,unclear,0,Conflicting cues with no dominant stance signal.,The IU-TAB-1 cell line was noted to be resistant to everolimus (mTORC1 inhibitor) and sensitive to nelfinavir (AKT1 inhibitor) across the endpoints measured. || The IU-TAB-1 cell line was noted to be resistant to everolimus (mTORC1 inhibitor) and sensitive to nelfinavir (AKT1 inhibitor) across the endpoints measured.
29350822,supportive,1.000000,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","In summary, our study demonstrated that resveratrol reduced rotenone-induced oxidative damage, which was partly mediated through activation of the SIRT1/Akt1 signaling pathway."
30803705,neutral,0.999933,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Miransertib is an AKT1 inhibitor that, prior to this study, has been evaluated only in adult oncology trials."
38751701,supportive,1.000000,supportive,0,"supportive=2, opposing=0, neutral=0; dominant=supportive","CONCLUSIONS: Notably, we found that treatment with neratinib in combination with palbociclib (CDK4/6 inhibitor), or miransertib (AKT1/2/3 inhibitor) resulted in synergistic growth inhibition of all HBCCLs."
27821810,opposing,1.000000,opposing,0,"supportive=0, opposing=1, neutral=0; dominant=opposing","We also selected potential multiple drugs specific to prominent epigenetic network markers of each stage of HCC: lestaurtinib, dinaciclib, and perifosine against the NTRK2, MYC, and AKT1 markers influencing HCC progression from stage I to stage II; celecoxib, axitinib, and vinblastine against the DDIT3, PDGFB, and JUN markers influencing HCC progression from stage II to stage III; and atiprimod, celastrol, and bortezomib against STAT3, IL1B, and NFKB1 markers influencing HCC progression from stage III to stage IV."
22499437,supportive,0.999957,supportive,0,"supportive=2, opposing=0, neutral=0; dominant=supportive","Together, our data demonstrate potent antitumor effects of the pan-Akt inhibitor perifosine on NET cells in vitro and suggest that selective targeting of Akt1 and/or Akt3 might improve the therapeutic potential of Akt inhibition in NET disease."
26831668,supportive,1.000000,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","4SC-202-induced cytotoxicity was dramatically potentiated with serum starvation, AKT inhibition (by perifosine or MK-2206), or AKT1-shRNA knockdown in CRC cells."
38473215,supportive,0.998077,unclear,0,No evidence sentence available.,
39706565,supportive,0.998644,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Fatostatin and lovastatin produced rapid attenuation of Erk1/2 and Akt1 signaling in RMS lines, and oral administration of lovastatin reduced tumor mass growth of xenografted RD cells in NOD/SCID mice."
39379782,opposing,1.000000,supportive,1,"supportive=2, opposing=1, neutral=1; dominant=supportive","BACKGROUND: In CAPItello-291, capivasertib-fulvestrant significantly improved progression-free survival (PFS) versus placebo-fulvestrant in the overall and PIK3CA/AKT1/PTEN-altered population with hormone receptor-positive (HR-positive)/human epidermal growth factor receptor 2-negative (HER2-negative) advanced breast cancer. || BACKGROUND: In CAPItello-291, capivasertib-fulvestrant significantly improved progression-free survival (PFS) versus placebo-fulvestrant in the overall and PIK3CA/AKT1/PTEN-altered population with hormone receptor-positive (HR-positive)/human epidermal growth factor receptor 2-negative (HER2-negative) advanced breast cancer. || BACKGROUND: In CAPItello-291, capivasertib-fulvestrant significantly improved progression-free survival (PFS) versus placebo-fulvestrant in the overall and PIK3CA/AKT1/PTEN-altered population with hormone receptor-positive (HR-positive)/human epidermal growth factor receptor 2-negative (HER2-negative) advanced breast cancer."
40346047,opposing,0.998693,supportive,1,"supportive=3, opposing=1, neutral=0; dominant=supportive","In the global CAPItello-291 randomized phase 3 study (NCT04305496) in patients with hormone receptor-positive/HER2-negative advanced breast cancer and progression during/after aromatase inhibitor treatment, capivasertib-fulvestrant significantly improved progression-free survival (PFS) in the overall population and patients with PIK3CA/AKT1/PTEN-altered tumors versus placebo-fulvestrant. || In the global CAPItello-291 randomized phase 3 study (NCT04305496) in patients with hormone receptor-positive/HER2-negative advanced breast cancer and progression during/after aromatase inhibitor treatment, capivasertib-fulvestrant significantly improved progression-free survival (PFS) in the overall population and patients with PIK3CA/AKT1/PTEN-altered tumors versus placebo-fulvestrant. || Clinically meaningful PFS benefit for capivasertib-fulvestrant was observed in the overall population (median PFS: 6.9 [capivasertib-fulvestrant] versus 2.8 [placebo-fulvestrant] months; hazard ratio 0.51, 95% CI 0.34-0.76), patients with PIK3CA/AKT1/PTEN-altered tumors (n = 46; 5.7 versus 1.9 months; hazard ratio 0.41, 95% CI 0.19-0.85) and PIK3CA/AKT1/PTEN-non-altered tumors (patients with confirmed next-generation sequencing results [n = 68]; 9.2 versus 2.7 months; hazard ratio 0.38; 95% CI 0.21-0.68). || The benefit-risk profile of capivasertib-fulvestrant in the Chinese cohort was favorable; further exploration in patients with PIK3CA/AKT1/PTEN-non-altered tumors is warranted."
40626336,opposing,1.000000,opposing,0,"supportive=1, opposing=2, neutral=0; dominant=opposing","In the Phase III CAPItello-291 trial in patients with aromatase inhibitor-resistant, hormone receptor (HR)-positive/human epidermal growth factor receptor 2 (HER2)-negative advanced breast cancer, the addition of capivasertib (400 mg twice daily, 4 days on, 3 days off) to fulvestrant significantly improved the dual primary endpoints of progression-free survival in the overall and PIK3CA/AKT1/PTEN-altered population compared with placebo plus fulvestrant and had an acceptable safety profile. || In the Phase III CAPItello-291 trial in patients with aromatase inhibitor-resistant, hormone receptor (HR)-positive/human epidermal growth factor receptor 2 (HER2)-negative advanced breast cancer, the addition of capivasertib (400 mg twice daily, 4 days on, 3 days off) to fulvestrant significantly improved the dual primary endpoints of progression-free survival in the overall and PIK3CA/AKT1/PTEN-altered population compared with placebo plus fulvestrant and had an acceptable safety profile."
42041716,opposing,1.000000,opposing,0,"supportive=0, opposing=1, neutral=0; dominant=opposing","Recently, the oral, selective AKT kinase inhibitor capivasertib has been approved for the treatment of estrogen receptor-positive/human HER2-growth factor receptor-2 advanced BC with alterations in PIK3CA/AKT1/PTEN, in combination with fulvestrant after progression on endocrine therapy."
29774951,supportive,0.997951,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","In addition, the levels of pAkt1 (Ser473) were decreased with the treatment of Sotrastaurin, an inhibitor of PKCδ, suggesting that Akt1 may be one of the downstream targets of PKCδ."
35457111,neutral,0.999898,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral",We investigated PDAC cell lines exposed to increasing concentrations of MK-2206 (an AKT1/2/3 inhibitor) and Buparlisib (a pan-PI3K inhibitor).
31277699,opposing,1.000000,unclear,0,No directional cues detected in evidence.,CONCLUSIONS: MK-2206 monotherapy had limited clinical activity in advanced breast cancer patients selected for PIK3CA/AKT1 or PTEN mutations or PTEN loss.
22932669,supportive,1.000000,opposing,1,"supportive=2, opposing=3, neutral=0; dominant=opposing",Cell lines that were less sensitive to MK-2206 had lower ratios of Akt1/Akt2 and had less growth inhibition with Akt siRNA knockdown.
36387579,supportive,1.000000,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Pharmacological inhibition of Akt1 activation by MK-2206, attenuated the anti-apoptotic effect of EXD on SCI in rats (P < 0.0001)."
40153687,neutral,0.999933,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Arm Y evaluated capivasertib, a pan AKT inhibitor, in patients with an AKT1 E17K-mutated tumor."
33377972,neutral,0.998903,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral",OBJECTIVE: To assess the objective response rate (ORR) of capivasertib in patients with an AKT1 E17K-mutated tumor. || OBJECTIVE: To assess the objective response rate (ORR) of capivasertib in patients with an AKT1 E17K-mutated tumor.
39283299,opposing,0.999994,opposing,0,"supportive=0, opposing=1, neutral=0; dominant=opposing","It was also seen in participants whose tumors had detectable genetic alterations in genes called PIK3CA, AKT1, and/ or PTEN (median progression-free survival of 7.3 months with capivasertib plus fulvestrant vs 3.1 months with placebo plus fulvestrant)."
34375627,opposing,0.999999,unclear,0,No evidence sentence available.,
20857426,supportive,0.999309,unclear,0,No directional cues detected in evidence.,"Western blots demonstrated a dose-dependent dephosphorylation of Akt1/Akt2, and of mammalian target of rapamycin complex 1 downstream targets in response to triciribine."
28602980,supportive,0.999734,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Intriguingly, triciribine (TCBN)-mediated Akt inhibition in 25-week old, tumor-bearing TRAMP mice and Akt1 gene silencing in aggressive PCa cells enhanced epithelial to mesenchymal transition (EMT) and promoted metastasis to the lungs."
37103072,opposing,1.000000,opposing,0,"supportive=0, opposing=1, neutral=0; dominant=opposing","Finally, high ALCAM expression rendered cells resistant, especially to 5-fluorouracil."
36974802,supportive,0.999986,supportive,0,"supportive=3, opposing=0, neutral=0; dominant=supportive","ALCAM knockdown cells were more sensitive to Cisplatin, Oxaliplatin and 5-Fluorouracil compared with their respective control cells."
34661962,neutral,1.000000,unclear,0,No evidence sentence available.,
37904003,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Loss of differentiation in single knock-out cell lines was restored by treatment with RA-analogue TTNPB, while RA-receptor antagonization by AGN 193109 inhibited differentiation of wildtype cell lines, supporting the idea that RA-dependent pathway is pivotal for myogenic differentiation which is accomplished by both paralogues.However, overexpression of ALDH1-paralogues or disulfiram-mediated inhibition of ALDH1 enzymatic activity not only increased ALDH1A1 and ALDH1A3 protein levels but also induced subsequent differentiation of C2C12 myoblasts independently from serum withdrawal, indicating that ALDH1-dependent myogenic differentiation relies on different cellular conditions."
41407012,neutral,0.999856,unclear,0,No evidence sentence available.,
40545984,supportive,0.999044,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Myricetin also stimulated autophagy by inhibiting the PI3K/AKT/mTOR pathway, reduced the expression of stemness markers, including Sox2, Oct4, Nanog, and ALDH1A1, and suppressed EMT."
11306050,opposing,1.000000,unclear,0,No evidence sentence available.,
21256123,supportive,0.999986,supportive,0,"supportive=3, opposing=0, neutral=0; dominant=supportive",We demonstrated that knockdown of Aldh1a1 expression by siRNA caused Hepa-1c1c7 cells to be more sensitive to acrolein-induced cell death and resulted in increased accumulation of acrolein-protein adducts and caspase 3 activation.
35981570,opposing,1.000000,opposing,0,"supportive=0, opposing=1, neutral=0; dominant=opposing","The activated HULC-IGF1R/PI3K/AKT pathway mediated tumor resistance to cisplatin through the increased expression of cancer stemness markers, including NANOG, SOX2, OCT4, CD44 and ALDH1A1."
27813328,opposing,1.000000,supportive,1,"supportive=2, opposing=1, neutral=1; dominant=supportive","The purpose of this study was to investigate the effect of ALDH1A1 expression on cisplatin resistance and explore the mechanism responsible. || RESULTS: ALDH1A1 is overexpressed in cisplatin resistant cell line A549/DDP, compared with A549. || ALDH1A1 depletion significantly decreased A549/DDP proliferation, increased apoptosis, and reduced cisplatin resistance. || ALDH1A1 depletion significantly decreased A549/DDP proliferation, increased apoptosis, and reduced cisplatin resistance."
35656483,opposing,1.000000,opposing,0,"supportive=1, opposing=2, neutral=0; dominant=opposing","Elevated ALDH1A1 activity is a marker of drug-resistant cancer cells, modelled here with matched cisplatin-sensitive and -resistant human SKOV3 ovarian cancer cells. || Elevated ALDH1A1 activity is a marker of drug-resistant cancer cells, modelled here with matched cisplatin-sensitive and -resistant human SKOV3 ovarian cancer cells."
38991992,supportive,0.998129,neutral,1,"supportive=0, opposing=0, neutral=1; dominant=neutral",Protective effect of quercetin against acetaldehyde was evaluated using the cultured hepatocyte models with aldehyde dehydrogenase (ALDH) isozyme deficiency (aldh2-kd and aldh1a1-kd).
39201725,supportive,0.998453,unclear,0,No evidence sentence available.,
42064566,supportive,0.999999,unclear,0,No directional cues detected in evidence.,Docking results supported these observations: rutin demonstrated a high affinity for CYP2B6 (-11.2 kcal/mol) and favorable binding to 7K2A (-9.7 kcal/mol); catechin gallate bound tightly to ALDH1A1 (-10.0 kcal/mol) and OGG1 (-9.2 kcal/mol).
28259926,neutral,1.000000,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Western blot analysis revealed that the CSC markers CD133 and ALDH1A1 and the associated transcription factors, Oct4 and Nanog, were extensively downregulated by vanillin."
38697014,supportive,0.998555,supportive,0,"supportive=2, opposing=0, neutral=0; dominant=supportive","The expression of ALDH1A1 mRNA in LCs was effectively inhibited by si-ALDH1A1transfection, and progesterone secretion was markedly decreased along with the significant down-regulation of progesterone pathway-related genes, STAR, CYP11A1, CYP19A1, CYP17A1, 3β-HSD, and HSD17B1. || In summary, we characterized the yak ALDH1A1 gene and revealed that ALDH1A1 knockdown promoted apoptosis, repressed cell proliferation, and decreased progesterone secretion by yak LCs, potentially by regulating the mRNA expression of genes related to proliferation, apoptosis, and progesterone synthesis and secretion."
26175266,neutral,0.999986,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Considering only strongly stained cells as positive, ALDH1A1+ was associated with oestrogen receptor and progesterone receptor negativity in both cohorts and worse prognosis in one of the cohorts. || Considering only strongly stained cells as positive, ALDH1A1+ was associated with oestrogen receptor and progesterone receptor negativity in both cohorts and worse prognosis in one of the cohorts."
23767668,neutral,0.999998,neutral,0,"supportive=0, opposing=0, neutral=2; dominant=neutral","METHODS: 147 randomly selected invasive ductal carcinoma samples were assayed for expression of ALDH1A1, NOTCH1, estrogen receptor (ER), progesterone receptor (PR), and human epidermal growth factor receptor (HER2), and association of the ALDH1A1 phenotype with clinic pathological features was further evaluated."
27107124,supportive,0.998077,unclear,0,No evidence sentence available.,
11320670,neutral,0.999990,supportive,1,"supportive=1, opposing=0, neutral=0; dominant=supportive","Preclinical models indicate that cellular sensitivity to cyclophosphamide and other oxazaphosphorines, e.g., ifosfamide, is inversely related to the cellular content of two aldehyde dehydrogenases, viz ALDH1A1 and ALDH3A1, and glutathione."
35455734,neutral,0.999988,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","In patients treated with ifosfamide, ALDH1A1 rs3764435 was associated with RFS (p = 0.046)."
38245794,neutral,0.999988,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Moreover, marker gene analysis of the depleted subpopulations identified 28 overlapping genes, including those associated with dopamine metabolism (e.g., ALDH1A1, SLC6A3 & SLC18A2)."
38704506,supportive,0.999823,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Mice knocked in with the identical mutation exhibit autistic-like behavior, decreased occupancy of ALDH1A1 negative DA neurons and decreased dopamine release in ventral tegmental area (VTA)."
35578164,supportive,0.997273,unclear,0,Conflicting cues with no dominant stance signal.,BACKGROUND: Aldehyde dehydrogenase 1 (encoded by ALDH1A1) has been shown to protect against Parkinson's disease (PD) by reducing toxic metabolites of dopamine. || BACKGROUND: Aldehyde dehydrogenase 1 (encoded by ALDH1A1) has been shown to protect against Parkinson's disease (PD) by reducing toxic metabolites of dopamine.
31365862,opposing,0.999996,unclear,0,Conflicting cues with no dominant stance signal.,"While dopamine replacement therapy accelerated walking speed, it failed to improve motor skill learning in ALDH1A1+ nDAN-ablated mice."
24865427,opposing,1.000000,unclear,0,No evidence sentence available.,
35900851,neutral,1.000000,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Because much progress has been made in understanding the regulation of ALDH1a2 (RALDH2) actions in the intestine, one focus of this review is on the metabolism of vitamin A in intestinal epithelial cells and dendritic cells."
